#≠VALOR!;;;;;#≠VALOR!;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Codificaci¢n de la Divisi¢n Pol°tico Administrativa de Colombia - DIVIPOLA junio 2025;;;;;;;
;;;;;;;
Municipios;;;;;;;
;;;;;;;
Departamento;;Municipio;;Tipo;Localizaci¢n;;
C¢digo;Nombre; C¢digo ; Nombre ;"Municipio
Isla
?rea no municipalizada";Longitud;Latitud;
85;CASANARE;85400;T?MARA;Municipio;-72,16165;5,829543;
85;CASANARE;85410;TAURAMENA;Municipio;-72,74662;5,018977;
85;CASANARE;85430;TRINIDAD;Municipio;-71,662812;5,412178;
85;CASANARE;85440;VILLANUEVA;Municipio;-72,927797;4,61035;
86;PUTUMAYO;86001;MOCOA;Municipio;-76,654238;1,151172;
86;PUTUMAYO;86219;COL?N;Municipio;-76,972566;1,190133;
86;PUTUMAYO;86320;ORITO;Municipio;-76,873276;0,663593;
86;PUTUMAYO;86568;PUERTO AS?S;Municipio;-76,496887;0,505627;
86;PUTUMAYO;86569;PUERTO CAICEDO;Municipio;-76,606118;0,687784;
86;PUTUMAYO;86571;PUERTO GUZM?N;Municipio;-76,407663;0,962854;
86;PUTUMAYO;86573;PUERTO LEGU?ZAMO;Municipio;-74,781842;-0,192318;
86;PUTUMAYO;86749;SIBUNDOY;Municipio;-76,917814;1,20026;
86;PUTUMAYO;86755;SAN FRANCISCO;Municipio;-76,879283;1,174194;
86;PUTUMAYO;86757;SAN MIGUEL;Municipio;-76,91217;0,34346;
86;PUTUMAYO;86760;SANTIAGO;Municipio;-77,002641;1,147076;
86;PUTUMAYO;86865;VALLE DEL GUAMUEZ;Municipio;-76,906751;0,423506;
86;PUTUMAYO;86885;VILLAGARZ?N;Municipio;-76,61721;1,028821;
88;ARCHIPIêLAGO DE SAN ANDRêS, PROVIDENCIA Y SANTA CATALINA;88001;SAN ANDRêS;Isla;-81,707181;12,578108;**
88;ARCHIPIêLAGO DE SAN ANDRêS, PROVIDENCIA Y SANTA CATALINA;88564;PROVIDENCIA;Municipio;-81,368386;13,373185;
91;AMAZONAS;91001;LETICIA;Municipio;-69,941721;-4,19895;
91;AMAZONAS;91263;EL ENCANTO;?rea no municipalizada;-73,207114;-1,74806;
91;AMAZONAS;91405;LA CHORRERA;?rea no municipalizada;-72,791889;-1,442617;
91;AMAZONAS;91407;LA PEDRERA;?rea no municipalizada;-69,585499;-1,320301;
91;AMAZONAS;91430;LA VICTORIA;?rea no municipalizada;-71,223208;0,054936;
91;AMAZONAS;91460;MIRIT? - PARAN?;?rea no municipalizada;-70,98893;-0,888833;
91;AMAZONAS;91530;PUERTO ALEGR?A;?rea no municipalizada;-74,014461;-1,005674;
91;AMAZONAS;91536;PUERTO ARICA;?rea no municipalizada;-71,752186;-2,147039;
91;AMAZONAS;91540;PUERTO NARI•O;Municipio;-70,364937;-3,779934;
91;AMAZONAS;91669;PUERTO SANTANDER;?rea no municipalizada;-72,384213;-0,621184;
91;AMAZONAS;91798;TARAPAC?;?rea no municipalizada;-69,741745;-2,890126;
94;GUAIN?A;94001;IN?RIDA;Municipio;-67,918613;3,866764;
94;GUAIN?A;94343;BARRANCOMINAS;Municipio;-69,814066;3,494178;
94;GUAIN?A;94883;SAN FELIPE;?rea no municipalizada;-67,067848;1,912495;
94;GUAIN?A;94884;PUERTO COLOMBIA;?rea no municipalizada;-67,566774;2,726438;
94;GUAIN?A;94885;LA GUADALUPE;?rea no municipalizada;-66,963692;1,632464;
94;GUAIN?A;94886;CACAHUAL;?rea no municipalizada;-67,413312;3,52617;
94;GUAIN?A;94887;PANA PANA;?rea no municipalizada;-69,0099;1,865668;
94;GUAIN?A;94888;MORICHAL;?rea no municipalizada;-69,919404;2,265132;
95;GUAVIARE;95001;SAN JOSê DEL GUAVIARE;Municipio;-72,639254;2,565932;
95;GUAVIARE;95015;CALAMAR;Municipio;-72,655197;1,960982;
95;GUAVIARE;95025;EL RETORNO;Municipio;-72,627304;2,330164;
95;GUAVIARE;95200;MIRAFLORES;Municipio;-71,950416;1,337539;
97;VAUPêS;97001;MIT?;Municipio;-70,232641;1,253151;
97;VAUPêS;97161;CARUR?;Municipio;-71,30221;1,016116;
97;VAUPêS;97511;PACOA;?rea no municipalizada;-71,004339;0,020698;
97;VAUPêS;97666;TARAIRA;Municipio;-69,635497;-0,564984;
97;VAUPêS;97777;PAPUNAHUA;?rea no municipalizada;-70,76091;1,908124;
97;VAUPêS;97889;YAVARATê;?rea no municipalizada;-69,203337;0,609142;
99;VICHADA;99001;PUERTO CARRE•O;Municipio;-67,487095;6,186636;
99;VICHADA;99524;LA PRIMAVERA;Municipio;-70,410515;5,486309;
99;VICHADA;99624;SANTA ROSAL?A;Municipio;-70,859499;5,136393;
99;VICHADA;99773;CUMARIBO;Municipio;-69,795533;4,446352;
;;;;;;;
Fuente: DANE.;;;;;;;
Nota: En la actualidad el pa°s se compone de 1.103 municipios, 18 †reas no municipalizadas y la isla de San AndrÇs.;;;;;;;
Actualizado al 30 de junio de 2025;;;;;;;
;;;;;;;
"* A partir del decreto 0284 del 26 de diciembre de 2023 y de la Ordenanza No. 180 del 27 de junio de 2023, por la cual se crea el municipio de Nuevo BelÇn de Bajir†, segregado del municipio de Riosucio, el Departamento Administrativo Nacional de Estad°stica -DANE- ha incorporado el nuevo municipio y sus centros poblados a la Divipola; una vez el Instituto Geogr†fico Agust°n Codazzi ? IGAC- culmine el proceso de deslinde respectivo y elabore la cartograf°a oficial con esta nueva entidad territorial, el DANE proceder† con la actualizaci¢n del Marco Geoestad°stico Nacional -MGN- y las actualizaciones cartogr†ficas a que haya lugar.";;;;;;;
;;;;;;;
;;;;;;;
** La cabecera municipal de San AndrÇs corresponde a la delimitaci¢n geogr†fica definida por el DANE para fines estad°sticos, alusiva al †rea geogr†fica delimitada por el per°metro censal, aunque en su interior no se localiza la sede administrativa, ya que no se cataloga como municipio. ;;;;;;;
;;;;;;;
;;;;;;;
